Site,PlotType,Forest_status,Grazing_status,PlotID,Species,Grid_X,Grid_Y
15,1,Reforestation,Ungrazed,30,Regulus regulus,220706,825145
15,1,Reforestation,Ungrazed,30,Troglodytes troglodytes,220706,825145
15,3,Unforested,Ungrazed,31,Phylloscopus trochilus,220378,825377
15,4,Mature,Grazed,32,Phylloscopus trochilus,220691,824806
15,4,Mature,Grazed,32,Fringilla coelebs,220691,824806
15,4,Mature,Grazed,32,Troglodytes troglodytes,220691,824806
15,4,Mature,Grazed,32,Carduelis spinus,220691,824806
15,4,Mature,Grazed,32,Regulus regulus,220691,824806
15,4,Mature,Grazed,32,Phylloscopus trochilus,220691,824806
15,5,Mature,Ungrazed,33,Troglodytes troglodytes,220568,825078
15,5,Mature,Ungrazed,33,Troglodytes troglodytes,220568,825078
15,5,Mature,Ungrazed,33,Carduelis spinus,220568,825078
15,5,Mature,Ungrazed,33,Phylloscopus trochilus,220568,825078
15,5,Mature,Ungrazed,33,Regulus regulus,220568,825078
15,5,Mature,Ungrazed,33,Carduelis spinus,220568,825078
15,5,Mature,Ungrazed,33,Carduelis spinus,220568,825078
15,5,Mature,Ungrazed,33,Troglodytes troglodytes,220568,825078
15,5,Mature,Ungrazed,33,Anthus trivialis,220568,825078
15,5,Mature,Ungrazed,33,Regulus regulus,220568,825078
15,5,Mature,Ungrazed,33,Anthus trivialis,220568,825078
15,5,Mature,Ungrazed,33,Parus major,220568,825078
15,5,Mature,Ungrazed,33,Regulus regulus,220568,825078
