Site,PlotType,PlotID,Forest_status,Grazing_status,Grid_X,Grid_Y,BeetleSpecies,,BeetleFrequency
14,5,43,Mature,Ungrazed,217398,822197,Calathus micropterus,,1
14,5,43,Mature,Ungrazed,217398,822197,Carabus glabratus,,3
14,5,43,Mature,Ungrazed,217398,822197,Calathus micropterus,,1
14,5,43,Mature,Ungrazed,217398,822197,Carabus problematicus,,1
14,5,43,Mature,Ungrazed,217398,822197,Carabus violaceus,,3
15,1,44,Reforestation,Ungrazed,220711,825142,Carabus glabratus,,1
15,1,44,Reforestation,Ungrazed,220711,825142,Carabus violaceus,,9
15,1,44,Reforestation,Ungrazed,220711,825142,Carabus glabratus,,2
15,1,44,Reforestation,Ungrazed,220711,825142,Carabus problematicus,,1
15,1,44,Reforestation,Ungrazed,220711,825142,Carabus violaceus,,7
15,1,44,Reforestation,Ungrazed,220711,825142,Cychrus caraboides,,3
15,2,45,Unforested,Grazed,220773,825120,Pterostichus rhaeticus,,1
15,2,45,Unforested,Grazed,220773,825120,Pterostichus rhaeticus,,6
15,2,45,Unforested,Grazed,220773,825120,Carabus problematicus,,1
15,2,45,Unforested,Grazed,220773,825120,Cychrus caraboides,,3
15,2,45,Unforested,Grazed,220773,825120,Pterostichus diligens,,1
15,2,45,Unforested,Grazed,220773,825120,Pterostichus rhaeticus,,7
15,3,46,Unforested,Ungrazed,220715,825199,Carabus glabratus,,4
15,3,46,Unforested,Ungrazed,220715,825199,Carabus violaceus,,2
15,3,46,Unforested,Ungrazed,220715,825199,Cychrus caraboides,,1
15,3,46,Unforested,Ungrazed,220715,825199,Pterostichus rhaeticus,,1
15,3,46,Unforested,Ungrazed,220715,825199,Carabus glabratus,,7
15,3,46,Unforested,Ungrazed,220715,825199,Pterostichus rhaeticus,,1
15,3,46,Unforested,Ungrazed,220715,825199,Carabus glabratus,,1
15,3,46,Unforested,Ungrazed,220715,825199,Cychrus caraboides,,1
15,3,46,Unforested,Ungrazed,220715,825199,Pterostichus diligens,,1
15,4,47,Mature,Grazed,220682,824835,Carabus glabratus,,4
15,4,47,Mature,Grazed,220682,824835,Carabus glabratus,,4
15,4,47,Mature,Grazed,220682,824835,Carabus problematicus,,8
15,4,47,Mature,Grazed,220682,824835,Carabus glabratus,,3
15,4,47,Mature,Grazed,220682,824835,Carabus problematicus,,1
15,5,48,Mature,Ungrazed,220581,825081,Carabus glabratus,,2
15,5,48,Mature,Ungrazed,220581,825081,Carabus problematicus,,1
15,5,48,Mature,Ungrazed,220581,825081,Carabus violaceus,,5
15,5,48,Mature,Ungrazed,220581,825081,Carabus glabratus,,1
15,5,48,Mature,Ungrazed,220581,825081,Carabus glabratus,,1
15,5,48,Mature,Ungrazed,220581,825081,Carabus problematicus,,11
15,5,48,Mature,Ungrazed,220581,825081,Cychrus caraboides,,1
16,1,49,Reforestation,Ungrazed,222513,824993,Calathus micropterus,,1
16,1,49,Reforestation,Ungrazed,222513,824993,Carabus problematicus,,2
16,1,49,Reforestation,Ungrazed,222513,824993,Trechus obtusus,,3
16,1,49,Reforestation,Ungrazed,222513,824993,Calathus micropterus,,1
16,1,49,Reforestation,Ungrazed,222513,824993,Carabus glabratus,,1
16,1,49,Reforestation,Ungrazed,222513,824993,Carabus glabratus,,2
16,1,49,Reforestation,Ungrazed,222513,824993,Carabus problematicus,,1
16,1,49,Reforestation,Ungrazed,222513,824993,Carabus violaceus,,1
16,1,49,Reforestation,Ungrazed,222513,824993,Pterostichus diligens,,1
16,1,49,Reforestation,Ungrazed,222513,824993,Trechus obtusus,,1
16,2,50,Unforested,Grazed,222581,825048,Carabus problematicus,,3
16,2,50,Unforested,Grazed,222581,825048,Pterostichus diligens,,1
16,2,50,Unforested,Grazed,222581,825048,Pterostichus rhaeticus,,1
16,2,50,Unforested,Grazed,222581,825048,Abax parallelepipidus,,1
16,2,50,Unforested,Grazed,222581,825048,Cychrus caraboides,,1
16,2,50,Unforested,Grazed,222581,825048,Pterostichus diligens,,1
16,2,50,Unforested,Grazed,222581,825048,Pterostichus rhaeticus,,4
16,2,50,Unforested,Grazed,222581,825048,Agonum ericeti,,1
16,2,50,Unforested,Grazed,222581,825048,Carabus glabratus,,1
16,2,50,Unforested,Grazed,222581,825048,Carabus problematicus,,3
16,2,50,Unforested,Grazed,222581,825048,Carabus violaceus,,4
16,2,50,Unforested,Grazed,222581,825048,Cychrus caraboides,,1
16,2,50,Unforested,Grazed,222581,825048,Pterostichus diligens,,2
16,3,51,Unforested,Ungrazed,222970,825352,Agonum ericeti,,11
16,3,51,Unforested,Ungrazed,222970,825352,Pterostichus diligens,,1
16,3,51,Unforested,Ungrazed,222970,825352,Pterostichus madidus,,3
16,3,51,Unforested,Ungrazed,222970,825352,Pterostichus niger,,6
16,3,51,Unforested,Ungrazed,222970,825352,Pterostichus rhaeticus,,1
16,3,51,Unforested,Ungrazed,222970,825352,Abax parallelepipidus,,2
16,3,51,Unforested,Ungrazed,222970,825352,Pterostichus diligens,,3
16,3,51,Unforested,Ungrazed,222970,825352,Abax parallelepipidus,,2
16,3,51,Unforested,Ungrazed,222970,825352,Carabus glabratus,,1
16,3,51,Unforested,Ungrazed,222970,825352,Carabus violaceus,,1
16,3,51,Unforested,Ungrazed,222970,825352,Cychrus caraboides,,1
16,3,51,Unforested,Ungrazed,222970,825352,Pterostichus diligens,,1
16,3,51,Unforested,Ungrazed,222970,825352,Pterostichus niger,,5
16,3,51,Unforested,Ungrazed,222970,825352,Pterostichus rhaeticus,,2
16,3,51,Unforested,Ungrazed,222970,825352,Trechus obtusus,,1
