Date,Site,PlotType,ID,Forest_status,Grazing_status,Grid_X,Grid_Y,Time,Species,How_recorded,Distance,Year ,Weather_1,Weather_2
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,10:20,Phylloscopus trochilus,Singing,50,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,10:21,Turdus philomelos,Singing,20,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,10:24,Phylloscopus trochilus,Singing,30,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,10:27,Parus major,Singing,25,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,10:29,Carduelis spinus,Singing,40,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
05/06/2019,8,1,22,Reforestation,Ungrazed,223559,825876,10:31,Carduelis cabaret,Singing,30,1990,"Drizzle, still, mist","Light breeze, dry, overcast"
30/05/2019,8,3,24,Unforested,Ungrazed,223417,825896,10:14,Anthus pratensis,Seen,50,1990,"Light drizzle, still","Light wind, overcast, light drizzle, no rain from 10:55"
30/05/2019,8,3,24,Unforested,Ungrazed,223417,825896,10:30,Parus major,Seen,50,1990,"Light drizzle, still","Light wind, overcast, light drizzle, no rain from 10:56"
30/05/2019,8,3,24,Unforested,Ungrazed,223417,825896,08:48,Regulus regulus,Singing,25,1990,"Light drizzle, still","Light wind, overcast, light drizzle, no rain from 10:57"
30/05/2019,8,3,24,Unforested,Ungrazed,223417,825896,08:48,Phylloscopus trochilus,Singing,50,1990,"Light drizzle, still","Light wind, overcast, light drizzle, no rain from 10:58"
05/06/2019,8,3,24,Unforested,Ungrazed,223417,825896,08:48,Anthus trivialis,Singing,50,1990,"Light drizzle, still","Light wind, overcast, light drizzle, no rain from 10:59"
30/05/2019,8,4,25,Mature,Grazed,223894,825870,10:00,Anthus pratensis,Seen,50,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
30/05/2019,8,4,25,Mature,Grazed,223894,825870,08:50,Phylloscopus trochilus,Singing,10,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
30/05/2019,8,4,25,Mature,Grazed,223894,825870,08:53,Erithacus rubecula,Singing,25,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
30/05/2019,8,4,25,Mature,Grazed,223894,825870,08:53,Turdus philomelos,Singing,30,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
30/05/2019,8,4,25,Mature,Grazed,223894,825870,08:56,Troglodytes troglodytes,Singing,25,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
30/05/2019,8,4,25,Mature,Grazed,223894,825870,08:57,Turdus viscivorus,Seen,30,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
30/05/2019,8,4,25,Mature,Grazed,223894,825870,08:59,Phylloscopus trochilus,Seen,50,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
30/05/2019,8,4,25,Mature,Grazed,223894,825870,09:01,Fringilla coelebs,Seen,40,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
05/06/2019,8,4,25,Mature,Grazed,223894,825870,08:48,Anthus trivialis,Singing,50,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
05/06/2019,8,4,25,Mature,Grazed,223894,825870,08:50,Parus major,Seen,45,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
05/06/2019,8,4,25,Mature,Grazed,223894,825870,08:52,Anthus trivialis,Seen,50,1990,"Mist, still, rain stopped","Rain, light breeze, grey"
30/05/2019,8,5,26,Mature,Ungrazed,223747,825928,10:00,Anthus pratensis,Seen,50,1990,"Still, drizzle","Rain, light breeze, grey"
30/05/2019,8,5,26,Mature,Ungrazed,223747,825928,08:52,Phylloscopus trochilus,Singing,40,1990,"Still, drizzle","Rain, light breeze, grey"
30/05/2019,8,5,26,Mature,Ungrazed,223747,825928,08:54,Phylloscopus trochilus,Singing,45,1990,"Still, drizzle","Rain, light breeze, grey"
30/05/2019,8,5,26,Mature,Ungrazed,223747,825928,08:56,Cyanistes caeruleus,Seen,50,1990,"Still, drizzle","Rain, light breeze, grey"
30/05/2019,8,5,26,Mature,Ungrazed,223747,825928,08:59,Cyanistes caeruleus,Seen,50,1990,"Still, drizzle","Rain, light breeze, grey"
30/05/2019,8,5,26,Mature,Ungrazed,223747,825928,09:03,Phylloscopus trochilus,Seen,40,1990,"Still, drizzle","Rain, light breeze, grey"
30/05/2019,8,5,26,Mature,Ungrazed,223747,825928,10:14,Anthus pratensis,Seen,40,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,10:15,Anthus pratensis,Seen,50,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,08:24,Troglodytes troglodytes,Singing,25,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,08:24,Phylloscopus trochilus,Singing,50,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,08:28,Phylloscopus trochilus,Singing,5,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,08:29,Phylloscopus trochilus,Singing,40,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,08:34,Fringilla coelebs,Seen,25,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,08:38,Phylloscopus trochilus,Seen,25,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,08:27,Phylloscopus trochilus,Seen,25,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,08:28,Phylloscopus trochilus,Seen,24,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,09:55,Fringilla coelebs,Seen,25,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,09:55,Phylloscopus trochilus,Singing,20,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,10:03,Phylloscopus trochilus,SInging,30,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,10:05,Phylloscopus trochilus,Calling,25,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,09:57,Anthus pratensis,Seen,50,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,09:59,Carduelis cabaret,Seen,30,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,10:07,Phylloscopus trochilus,Seen,40,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,07:03,Anthus pratensis,Seen,50,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,07:09,Anthus pratensis,Seen,50,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,07:14,Anthus pratensis,Seen,50,1990,"Still, drizzle","Rain, light breeze, grey"
05/06/2019,8,5,26,Mature,Ungrazed,223747,825928,10:41,Anthus pratensis,Seen,50,1990,"Still, drizzle","Rain, light breeze, grey"
03/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,10:00,Anthus pratensis,Seen,50,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
03/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:24,Fringilla coelebs,Calling,30,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
03/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:25,Carduelis cabaret,Calling,50,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
03/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:28,Troglodytes troglodytes,Singing,50,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
03/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:30,Regulus regulus,Calling,30,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
03/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:32,Anthus trivialis,Seen,30,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
03/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:34,Fringilla coelebs,Seen,50,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
03/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:35,Regulus regulus,Singing,30,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
13/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:36,Carduelis cabaret,Singing,50,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
13/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:37,Anthus trivialis,Singing,25,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
13/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:24,Phylloscopus trochilus,Seen,50,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
13/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:33,Anthus trivialis,Seen,40,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
13/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:25,Anthus trivialis,Seen,40,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
13/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:36,Troglodytes troglodytes,Singing,50,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
13/06/2019,9,1,27,Reforestation,Ungrazed,214884,821038,09:39,Carduelis cabaret,Seen,40,1993,"Cloud, some brightness, light wind","Light breeze, high cloud"
03/06/2019,9,2,28,Unforested,Grazed,214534,820989,10:06,Anthus pratensis,Seen,50,1993,"Light rain, cloud, light wind, glimpses sun","Mid wind, high cloud"
03/06/2019,9,2,28,Unforested,Grazed,214535,820990,08:21,Regulus regulus,Singing,10,1993,"Light rain, cloud, light wind, glimpses sun","Mid wind, high cloud"
03/06/2019,9,2,28,Unforested,Grazed,214536,820991,08:22,Carduelis spinus,Calling,50,1993,"Light rain, cloud, light wind, glimpses sun","Mid wind, high cloud"
13/06/2019,9,2,28,Unforested,Grazed,214537,820992,08:23,Anthus trivialis,Singing,40,1993,"Light rain, cloud, light wind, glimpses sun","Mid wind, high cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,10:11,Anthus pratensis,Seen,50,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:23,Fringilla coelebs,Calling,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:25,Carduelis cabaret,Calling,50,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:29,Lophophanes cristatus,Seen,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:29,Lophophanes cristatus,Seen,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:29,Lophophanes cristatus,Seen,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:29,Lophophanes cristatus,Seen,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:29,Lophophanes cristatus,Seen,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:31,Fringilla coelebs,Calling,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:32,Lophophanes cristatus,Seen,40,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:35,Lophophanes cristatus,Seen,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:22,Regulus regulus,Singing,40,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:27,Anthus trivialis,Singing,40,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,4,30,Mature,Grazed,216490,822140,08:32,Fringilla coelebs,Singing,50,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,08:33,Regulus regulus,Singing,50,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,10:05,Regulus regulus,Singing,40,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,10:08,Anthus trivialis,Seen,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,10:08,Anthus trivialis,Seen,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,09:00,Fringilla coelebs,Calling,30,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,09:00,Carduelis spinus,Calling,50,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,09:02,Fringilla coelebs,Calling,30,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,09:05,Carduelis cabaret,Seen,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,09:05,Anthus trivialis,Seen,30,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,09:08,Carduelis spinus,Seen,10,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,09:09,Regulus regulus,Calling,40,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,09:00,Anthus trivialis,Calling,50,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,09:02,Anthus pratensis,Seen,45,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,06:50,Phylloscopus trochilus,Singing,20,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,06:50,Phylloscopus trochilus,Singing,30,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,06:50,Phylloscopus trochilus,Singing,50,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
13/06/2019,9,4,30,Mature,Grazed,216490,822140,06:51,Phylloscopus trochilus,Singing,25,1993,"Sun, cloud, light rain, light wind, 9.30 light shower","Light breeze, patchy cloud"
03/06/2019,9,5,31,Mature,Ungrazed,216576,821985,07:55,Anthus pratensis,Singing,50,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
03/06/2019,9,5,31,Mature,Ungrazed,216576,821985,07:01,Falco columbarius,Passing through,15,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
03/06/2019,9,5,31,Mature,Ungrazed,216576,821985,07:05,Phylloscopus trochilus,Sighted,40,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
13/06/2019,9,5,31,Mature,Ungrazed,216576,821985,07:05,Phylloscopus trochilus,Sighted,40,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
13/06/2019,9,5,31,Mature,Ungrazed,216576,821985,07:07,Phylloscopus trochilus,Sighted,40,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
13/06/2019,9,5,31,Mature,Ungrazed,216576,821985,07:17,Phylloscopus trochilus,Singing,25,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
13/06/2019,9,5,31,Mature,Ungrazed,216576,821985,10:33,Phylloscopus trochilus,Singing,50,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
13/06/2019,9,5,31,Mature,Ungrazed,216576,821985,10:38,Anthus pratensis,Seen,50,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
13/06/2019,9,5,31,Mature,Ungrazed,216576,821985,10:43,Phylloscopus trochilus,Singing,30,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
13/06/2019,9,5,31,Mature,Ungrazed,216576,821985,10:44,Phylloscopus trochilus,Seen,40,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
13/06/2019,9,5,31,Mature,Ungrazed,216576,821985,09:19,Anthus pratensis,Seen,40,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
13/06/2019,9,5,31,Mature,Ungrazed,216576,821985,09:30,Anthus pratensis,Calling,20,1993,"Drizzle, strong-medium wind, sun & cloud","Sun, scattered cloud, light-mid wind"
23/05/2019,10,1,32,Reforestation,Ungrazed,235548,827621,08:04,Anthus pratensis,Singing,50,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:41"
23/05/2019,10,1,32,Reforestation,Ungrazed,235548,827621,09:34,Anthus pratensis,Seen,40,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:42"
23/05/2019,10,1,32,Reforestation,Ungrazed,235548,827621,09:58,Anthus pratensis,Singing (display),40,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:43"
23/05/2019,10,1,32,Reforestation,Ungrazed,235548,827621,09:41,Anthus pratensis,Passing through,5,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:44"
23/05/2019,10,1,32,Reforestation,Ungrazed,235548,827621,09:44,Anthus pratensis,Passing through,10,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:45"
23/05/2019,10,1,32,Reforestation,Ungrazed,235548,827621,06:43,Anthus pratensis,Calling,50,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:46"
23/05/2019,10,1,32,Reforestation,Ungrazed,235548,827621,06:53,Saxicola torquata,Seen,50,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:47"
23/05/2019,10,1,32,Reforestation,Ungrazed,235548,827621,06:53,Saxicola torquata,Seen,50,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:48"
23/05/2019,10,1,32,Reforestation,Ungrazed,235548,827621,06:56,Anthus pratensis,Calling,30,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:49"
09/06/2019,10,1,32,Reforestation,Ungrazed,235548,827621,06:50,Phylloscopus trochilus,Singing,50,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:50"
09/06/2019,10,1,32,Reforestation,Ungrazed,235548,827621,10:57,Anthus pratensis,Seen,50,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:51"
09/06/2019,10,1,32,Reforestation,Ungrazed,235548,827621,10:57,Anthus pratensis,Seen,50,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:52"
09/06/2019,10,1,32,Reforestation,Ungrazed,235548,827621,10:58,Anthus pratensis,Seen,50,2005,"Overcast, light wind","Still, overcast (high cloud), sun breaking through 10:53"
23/05/2019,10,2,33,Unforested,Grazed,235385,818142,07:25,Saxicola torquata,Seen,50,2005,"Overcast, light wind","Light drizzle, overcst (high cloud)"
09/06/2019,10,2,33,Unforested,Grazed,235385,818142,10:58,Anthus pratensis,Seen,50,2005,"Overcast, light wind","Light drizzle, overcst (high cloud)"
09/06/2019,10,2,33,Unforested,Grazed,235385,818142,08:02,Anthus pratensis,Calling,50,2005,"Overcast, light wind","Light drizzle, overcst (high cloud)"
09/06/2019,10,3,34,Unforested,Ungrazed,235682,817907,07:31,Phylloscopus trochilus,Seen,50,2005,"Overcast, light wind","V. light rain-drizzle, high cloud, still"
24/05/2019,11,1,35,Reforestation,Ungrazed,233858,816762,07:26,Anthus pratensis,Seen,50,2012,"Slightly overcast, light wind","Still, overcast (high cloud) but bright"
24/05/2019,11,1,35,Reforestation,Ungrazed,233858,816762,08:05,Anthus pratensis,Seen,30,2012,"Slightly overcast, light wind","Still, overcast (high cloud) but bright"
09/06/2019,11,1,35,Reforestation,Ungrazed,233858,816762,07:51,Anthus pratensis,Seen,50,2012,"Slightly overcast, light wind","Still, overcast (high cloud) but bright"
09/06/2019,11,1,35,Reforestation,Ungrazed,233858,816762,10:07,Anthus pratensis,Passing through,50,2012,"Slightly overcast, light wind","Still, overcast (high cloud) but bright"
09/06/2019,11,1,35,Reforestation,Ungrazed,233858,816762,10:08,Anthus pratensis,Passing through,30,2012,"Slightly overcast, light wind","Still, overcast (high cloud) but bright"
09/06/2019,11,1,35,Reforestation,Ungrazed,233858,816762,10:08,Anthus pratensis,Seen,50,2012,"Slightly overcast, light wind","Still, overcast (high cloud) but bright"
09/06/2019,11,1,35,Reforestation,Ungrazed,233858,816762,10:14,Anthus pratensis,Seen,50,2012,"Slightly overcast, light wind","Still, overcast (high cloud) but bright"
24/05/2019,11,2,36,Unforested,Grazed,233685,816525,09:55,Phylloscopus trochilus,Singing,50,2012,"Sunny intervals, light wind","Still, overcast (high cloud), bright"
24/05/2019,11,2,36,Unforested,Grazed,233685,816525,07:06,Anthus pratensis,Seen,45,2012,"Sunny intervals, light wind","Still, overcast (high cloud), bright"
24/05/2019,11,2,36,Unforested,Grazed,233685,816525,07:08,Anthus pratensis,Seen,40,2012,"Sunny intervals, light wind","Still, overcast (high cloud), bright"
24/05/2019,11,2,36,Unforested,Grazed,233685,816525,07:10,Alauda arvensis,Singing (display),30,2012,"Sunny intervals, light wind","Still, overcast (high cloud), bright"
09/06/2019,11,2,36,Unforested,Grazed,233685,816525,07:12,Anthus pratensis,Seen,50,2012,"Sunny intervals, light wind","Still, overcast (high cloud), bright"
09/06/2019,11,2,36,Unforested,Grazed,233685,816525,07:18,Anthus pratensis,Seen,25,2012,"Sunny intervals, light wind","Still, overcast (high cloud), bright"
09/06/2019,11,2,36,Unforested,Grazed,233685,816525,07:18,Anthus pratensis,Passing through,50,2012,"Sunny intervals, light wind","Still, overcast (high cloud), bright"
24/05/2019,11,3,37,Unforested,Ungrazed,233766,816788,09:55,Phylloscopus trochilus,Singing,50,2012,"Sunny intervals, light wind","Slight breeze, sun/high cloud"
24/05/2019,11,3,37,Unforested,Ungrazed,233766,816788,07:08,Anthus pratensis,Seen,25,2012,"Sunny intervals, light wind","Slight breeze, sun/high cloud"
24/05/2019,11,3,37,Unforested,Ungrazed,233766,816788,07:09,Anthus pratensis,Singing,50,2012,"Sunny intervals, light wind","Slight breeze, sun/high cloud"
24/05/2019,11,3,37,Unforested,Ungrazed,233766,816788,07:13,Anthus pratensis,Passing through,50,2012,"Sunny intervals, light wind","Slight breeze, sun/high cloud"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,09:55,Phylloscopus trochilus,Singing,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:31"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:18,Anthus pratensis,Passing through,25,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:32"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:19,Anthus pratensis,Passing through,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:33"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:26,Anthus pratensis,Seen,15,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:34"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:26,Anthus pratensis,Seen,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:35"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:29,Anthus pratensis,Seen,25,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:36"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:36,Anthus pratensis,Calling,40,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:37"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:28,Anthus pratensis,Seen,40,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:38"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:29,Anthus pratensis,Seen,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:39"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:29,Anthus pratensis,Seen,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:40"
24/05/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:34,Anthus pratensis,Seen,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:41"
10/06/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:36,Anthus pratensis,Seen,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:42"
10/06/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:42,Alauda arvensis,Singing (display),5,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:43"
10/06/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:45,Anthus pratensis,Fly over,25,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:44"
10/06/2019,12,1,38,Reforestation,Ungrazed,228657,816382,07:46,Anthus pratensis,Fly over,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:45"
10/06/2019,12,1,38,Reforestation,Ungrazed,228657,816382,06:52,Anthus pratensis,Calling,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:46"
10/06/2019,12,1,38,Reforestation,Ungrazed,228657,816382,06:53,Anthus pratensis,Seen,50,2009,"Sun & cloud, stronger wind (medium)","Still, high cloud & sun, full sun 07:47"
